country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
Eritrea,649,,,,517,22647,3567674
Monaco,641,,3,,577,51953,39363
Comoros,616,,7,,600,,877565
Faeroe Islands,514,4,,,502,172325,48944
Mauritius,511,,10,,478,289552,1272692
Tanzania,509,,21,,183,,60460460
Bhutan,432,2,,,390,210037,775297
Isle of Man,370,,25,,344,18834,85229
Cambodia,350,2,,,307,242754,16819153
Bermuda,306,,9,,222,113328,62177
Cayman Islands,290,,2,,262,54591,66057
Barbados,287,,7,,260,49757,287529
Saint Lucia,270,,2,,165,16774,183993
Seychelles,184,,,,168,5200,98612
Caribbean Netherlands,169,5,3,,159,3851,26329
St. Barth,162,15,1,,127,5315,9890
Brunei ,152,1,3,,147,77829,439300
Antigua and Barbuda,146,,4,,134,4927,98282
St. Vincent Grenadines,87,,,,80,10947,111094
Dominica,85,,,,72,5655,72064
British Virgin Islands,72,,1,,71,6431,30319
Macao,46,,,,46,4238,653168
Fiji,44,,2,,33,16703,899275
Grenada,43,,,,41,6252,112751
Laos,41,,,,28,82824,7321245
New Caledonia,35,,,,32,17928,286691
Timor-Leste,31,,,,30,14932,1329264
Vatican City,27,,,,15,,802
Saint Kitts and Nevis,25,,,,21,4325,53363
Greenland,18,,,,18,13021,56813
Falkland Islands,17,,,,15,4454,3523
Solomon Islands,17,,,,5,4500,694102
Saint Pierre Miquelon,16,,,,14,2882,5782
Montserrat,13,,1,,12,626,4993
Western Sahara,10,,1,,8,,603632
Anguilla,10,1,,,3,2651,15061
Marshall Islands,4,,,,4,,59364
Wallis and Futuna,3,,,,1,1149,11152
Samoa,2,,,,2,,198989
Vanuatu,1,,,,1,,310224
China,86646,12,4634,,81732,160000000,
