country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
Jamaica,11792,82,273,,8098,126540,2967058
Cabo Verde,11361,4,110,,11036,107404,558724
Zimbabwe,11358,112,309,2,9554,190996,14960685
Malta,11254,101,174,5,9319,467407,442080
Mauritania,11135,164,228,3,8118,121358,4704286
Uruguay,10029,321,95,3,6593,514906,3479221
Haiti,9588,23,234,,8280,34734,11465467
Cuba,9492,69,137,,8484,1261754,11323452
Belize,9377,82,197,2,4414,49914,400879
Gabon,9351,21,63,,9204,333996,2249268
Syria,9302,136,530,12,4432,,17691041
R¨¦union,8534,103,42,1,8037,48859,898218
Guadeloupe,8472,,151,,2242,78966,400155
Bahamas,7690,31,163,,6070,46846,394949
Hong Kong,7624,82,120,3,6266,4656410,7524618
Andorra,7382,44,79,,6706,173151,77321
Trinidad and Tobago,6885,6,123,1,6180,38692,1401556
Eswatini,6825,57,130,3,6416,63144,1165612
Rwanda,6747,88,56,,5996,671223,13095932
Congo,6200,151,100,1,4988,,5578892
Malawi,6070,4,187,,5491,79223,19350997
Guyana,5943,23,156,1,5077,34038,788281
Nicaragua,5887,,162,,4225,,6660250
Mali,5836,22,201,7,3630,117959,20510923
Djibouti,5733,5,61,,5622,95460,994492
Martinique,5575,,42,,98,67378,375132
Iceland,5564,7,28,,5392,408658,342251
Mayotte,5551,,52,,2964,28914,275763
Suriname,5359,6,117,,5227,22709,589019
Equatorial Guinea,5185,,85,,5058,72627,1423458
Aruba,5056,7,46,,4903,56300,106973
CAR,4936,,63,,1924,32711,4867613
Somalia,4579,,121,,3529,,16091111
Thailand,4237,28,60,,3940,1217873,69879930
Burkina Faso,4209,179,71,,2940,,21159198
Gambia,3782,,123,,3647,27056,2446963
Togo,3266,15,66,,2789,161413,8365684
South Sudan,3206,,62,,3043,63753,11253171
Benin,3090,,44,,2972,360194,12265145
Sierra Leone,2445,5,75,,1851,,8049896
Guinea-Bissau,2444,,44,,2337,33033,1988844
Niger,2322,64,82,2,1294,53223,24594568
Lesotho,2277,27,44,,1340,28015,2149967
Channel Islands,2132,64,48,,1317,199491,174590
New Zealand,2096,,25,,2015,1341978,
Yemen,2084,1,606,,1384,17404,30120759
San Marino,1934,2,51,,1608,21559,33964
Chad,1771,1,102,,1608,,16636059
Liberia,1676,,83,,1358,35957,5110955
Liechtenstein,1566,52,20,,1351,16453,38178
Vietnam,1402,5,35,,1246,1431631,97736233
Sint Maarten,1249,17,26,,1099,8306,43097
Gibraltar,1082,7,6,1,1036,102705,33686
Sao Tome and Principe,1010,1,17,,952,7498,220991
Mongolia,912,5,,,384,428574,3302111
Saint Martin,801,,12,,675,7838,38963
Turks and Caicos,769,,6,,741,10461,38954
Taiwan,740,4,7,,606,115384,23836464
Burundi,729,,1,,640,70060,12048550
Papua New Guinea,725,4,8,,601,32221,9023299
Eritrea,711,,,,564,23693,3568613
Monaco,671,3,3,,605,51953,39369
Comoros,628,,7,,606,,877920
Faeroe Islands,528,,,,506,176383,48948
Mauritius,523,8,10,,489,289552,1272732
Tanzania,509,,21,,183,,60493132
Bhutan,438,1,,,403,216998,775459
Bermuda,431,40,9,,238,119596,62172
Isle of Man,373,3,25,,344,19564,85238
Cambodia,359,,,,309,258400,16823580
Cayman Islands,298,,2,,267,55584,66072
Barbados,296,4,7,,272,54434,287536
Saint Lucia,278,3,4,,240,17752,184009
Seychelles,187,,,,182,5200,98624
Caribbean Netherlands,175,,3,,165,3966,26334
St. Barth,162,,1,,127,5315,9891
Brunei ,152,,3,,147,77829,439380
Antigua and Barbuda,148,,5,,138,5188,98297
St. Vincent Grenadines,98,,,,81,11720,111101
Dominica,88,,,,83,6618,72068
British Virgin Islands,76,,1,,72,9229,30323
Grenada,69,,,,41,6252,112761
Fiji,46,,2,,38,18616,899399
Macao,46,,,,46,4238,653338
Laos,41,,,,34,85064,7323265
New Caledonia,36,,,,35,18253,286744
Timor-Leste,31,,,,30,14932,1329745
Saint Kitts and Nevis,28,1,,,23,4525,53370
Vatican City,27,,,,15,,802
Greenland,19,,,,18,13742,56815
Falkland Islands,17,,,,17,4746,3525
Solomon Islands,17,,,,5,4500,694426
Saint Pierre Miquelon,14,,,,14,2946,5781
Montserrat,13,,1,,12,626,4993
Western Sahara,10,,1,,8,,603914
Anguilla,10,,,,4,2651,15064
Marshall Islands,4,,,,4,,59372
Wallis and Futuna,3,,,,1,1149,11148
Samoa,2,,,,2,,199014
Vanuatu,1,,,,1,,310362
