date,country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
11,Seychelles,187,3,,,182,5200,98617
11,Caribbean Netherlands,172,,3,,160,3873,26331
11,St. Barth,162,,1,,127,5315,9890
11,Brunei ,152,,3,,147,77829,439334
11,Antigua and Barbuda,146,,4,,138,5022,98289
11,St. Vincent Grenadines,94,3,,,81,11720,111097
11,Dominica,85,,,,76,6175,72066
11,British Virgin Islands,75,,1,,72,8846,30320
11,Macao,46,,,,46,4238,653241
11,Fiji,44,,2,,35,17576,899328
11,Grenada,43,,,,41,6252,112755
11,Laos,41,,,,33,83753,7322111
11,New Caledonia,36,,,,32,18012,286714
11,Timor-Leste,31,,,,30,14932,1329471
11,Vatican City,27,,,,15,,802
11,Saint Kitts and Nevis,26,,,,23,4358,53366
11,Greenland,19,,,,18,13742,56814
11,Falkland Islands,17,,,,17,4746,3524
11,Solomon Islands,17,,,,5,4500,694241
11,Saint Pierre Miquelon,14,,,,14,2946,5781
11,Montserrat,13,,1,,12,626,4993
11,Western Sahara,10,,1,,8,,603753
11,Anguilla,10,,,,3,2651,15062
11,Marshall Islands,4,,,,4,,59367
11,Wallis and Futuna,3,,,,1,1149,11150
11,Samoa,2,,,,2,,198999
11,Vanuatu,1,,,,1,,310283
11,China,86688,15,4634,,81762,160000000,
12,China,86701,13,4634,,81774,160000000,
12,USA,16549366,220298,305082,2309,9644325,219505072,331875677
12,India,9857380,30354,143055,393,9356879,152697399,1386086156
12,Brazil,6880595,44282,181143,690,5969706,25700000,213238308
12,Russia,2625848,28137,46453,560,2085958,82100000,145962734
12,France,2365319,13947,57761,194,175891,28717663,65338673
12,UK,1830956,21502,64026,519,N/A,47141344,68046489
12,Italy,1825775,19903,64036,649,1076891,24063029,60421597
12,Turkey,1809809,29136,16199,222,1581565,20898517,84745541
12,Spain,1741439,,47624,,N/A,24101272,46762960
12,Argentina,1494602,5274,40668,62,1330160,4237401,45381784
12,Colombia,1417072,8163,38866,197,1310425,7029070,51125823
12,Germany,1320592,21816,22171,351,957500,30494036,83904708
12,Mexico,1229379,12253,113019,693,904042,3150804,129539611
12,Poland,1126699,11496,22676,502,840541,6653788,37827861
12,Iran,1100818,8201,51949,221,800853,6657974,84473593
12,Peru,983045,2102,36609,65,916335,5248832,33176991
12,Ukraine,885039,12811,14998,243,494001,4957299,43614454
12,South Africa,852965,7882,23106,154,760118,5819755,59643060
12,Indonesia,611631,6388,18653,142,501376,6331331,274819278
12,Netherlands,603603,9080,10019,53,N/A,5077285,17151977
12,Belgium,603159,2762,17792,100,41334,6269883,11612338
12,Czechia,575424,6203,9490,88,504540,3323551,10717947
12,Iraq,573622,1022,12565,16,505669,3867170,40622450
12,Chile,569781,1807,15846,64,543083,5727305,19189836
12,Romania,551900,6333,13264,148,451477,4413212,19179387
12,Bangladesh,489178,1329,7020,34,417503,2956882,165424778
12,Canada,454852,6011,13350,99,368474,12485963,37890626
12,Philippines,448315,1285,8730,35,409391,6195558,110232847
12,Pakistan,435056,2729,8724,71,381208,5990168,222798353
12,Morocco,397597,3033,6589,47,353098,4179619,37106321
12,Switzerland,373831,,5976,48,291500,3019837,8683055
12,Saudi Arabia,359749,166,6036,13,350347,10349590,35055661
12,Israel,355786,2517,2983,14,335243,5605071,
12,Portugal,344700,4413,5461,88,268453,4939014,10183241
12,Sweden,320098,,7514,,N/A,3718476,10127581
12,Austria,319822,3241,4415,126,277883,3386308,9029515
12,Hungary,276247,5047,6784,162,79769,2275935,9649242
12,Serbia,261437,5679,2275,48,31536,2016984,8721414
12,Jordan,257275,1816,3335,49,213344,2810294,10248534
12,Nepal,247593,899,1689,15,234231,1825860,29369998
12,Ecuador,201524,759,13874,16,174188,688032,17762573
12,Panama,190585,2806,3331,22,160641,1051067,4345053
12,Georgia,187006,3907,1744,50,154241,1667615,3985701
12,UAE,183755,1154,609,2,163048,18275468,9943861
12,Bulgaria,178952,1287,5626,64,81757,1062824,6924666
12,Japan,174299,2757,2534,32,147524,4001554,126301048
12,Croatia,172523,4135,2562,78,144691,872515,4093770
12,Azerbaijan,171423,4268,1883,43,107635,1938244,10180172
12,Belarus,158334,1975,1254,8,135922,3578661,9447918
12,Dominican Republic,153585,1133,2360,1,119616,784626,10896664
12,Costa Rica,150947,,1895,,112622,427104,5114982
12,Armenia,147312,995,2462,17,124521,545240,2965742
12,Bolivia,146697,312,9013,5,125886,375921,11744156
12,Kuwait,146044,255,911,1,141825,1176983,4298757
12,Lebanon,145245,1540,1190,8,98584,1771633,6811582
12,Qatar,140827,147,240,,138347,1163120,
12,Kazakhstan,140784,789,2088,,124729,4871752,18877195
12,Slovakia,130794,3707,1148,26,95416,1206072,5460837
12,Guatemala,129099,558,4405,29,117615,580139,18062965
12,Moldova,125723,1459,2547,26,107733,503321,4029718
12,Oman,125669,,1463,,117327,571472,5164012
12,Greece,123842,1194,3540,68,9989,2572828,10399955
12,Egypt,121089,478,6898,21,104710,1000000,103192559
12,Ethiopia,116297,515,1803,12,92449,1701522,116222646
12,Honduras,113708,501,2971,3,51244,282300,9974838
12,Tunisia,110393,1289,3836,35,84218,508861,11874022
12,Palestine,108099,1477,961,30,83123,767501,5153923
12,Myanmar,107215,1352,2245,25,85406,1419187,54573744
12,Venezuela,107177,462,949,5,102289,2347543,28399444
12,Denmark,107116,3552,935,8,78236,8483883,5801394
12,Bosnia and Herzegovina,100306,763,3298,48,65289,463118,3271551
12,Slovenia,95484,1747,2041,43,72290,589788,2079067
12,Paraguay,92913,800,1937,10,65852,496890,7171726
12,Algeria,91638,517,2584,9,60028,,44203367
12,Kenya,91526,548,1586,4,72596,967317,54296347
12,Lithuania,90252,3303,791,27,38768,1403151,2704938
12,Libya,89880,,1278,,59839,478198,6913036
12,Bahrain,88965,145,348,1,87025,2180017,1727472
12,Malaysia,82246,1937,411,9,68084,2918977,32551395
12,Kyrgyzstan,77059,341,1307,,69794,544247,6572157
12,Ireland,75756,248,2123,3,23364,2101317,4962481
12,Uzbekistan,74811,147,612,1,72084,1377915,33685734
12,North Macedonia,73025,981,2096,19,48726,363021,2083335
12,Nigeria,72757,617,1194,4,65850,833755,208398523
12,Singapore,58313,8,29,,58197,4834370,5871002
12,Ghana,52933,195,327,1,51676,620148,31360779
12,Afghanistan,48952,126,1960,11,38328,167758,39316803
12,Albania,47742,879,989,12,24520,214776,2876376
12,S. Korea,41736,950,578,6,31493,3349864,51289113
12,El Salvador,41394,448,1193,7,37667,579690,6500936
12,Luxembourg,41272,517,396,4,31678,1507746,630517
12,Montenegro,40948,402,578,9,29614,152817,628102
12,Norway,40803,364,387,,34463,2421445,5440276
12,Sri Lanka,32135,760,149,2,23304,988964,21453689
12,Finland,30450,377,453,,20000,2163079,5544605
12,Australia,28025,13,908,,25671,10356077,25632301
12,Uganda,27071,702,220,,9744,676531,46375487
12,Cameroon,25143,56,443,,23851,149000,26837988
12,Latvia,25046,660,324,5,16237,723345,1876693
12,Ivory Coast,21639,21,133,,21261,232220,26667081
12,Sudan,21147,303,1344,4,12227,,44302539
12,Zambia,18217,56,366,1,17339,477174,18610884
12,Estonia,17711,758,148,6,10626,541151,1326938
12,Madagascar,17587,114,259,4,16992,96565,28005483
12,Senegal,16997,40,349,4,16059,243798,16938719
12,Mozambique,16812,132,140,1,14795,247448,31641393
12,Namibia,16269,172,160,,14582,174200,2561378
12,Angola,16161,100,366,1,8841,171247,33315528
12,French Polynesia,15618,,91,,4842,26355,281638
12,Cyprus,14476,827,75,5,2057,659089,1211307
12,DRC,14342,172,352,2,12465,,90758727
12,Guinea,13420,22,79,,12657,84951,13289938
12,Maldives,13348,22,48,,12659,267308,544782
12,Tajikistan,12624,36,88,,12050,,9632569
12,Botswana,12501,,37,,9940,470387,2372712
12,French Guiana,11800,45,71,,9995,89832,302101
12,Jamaica,11608,99,271,1,7799,124240,2966988
12,Cabo Verde,11302,40,110,,10922,107404,558691
12,Zimbabwe,11219,57,307,1,9359,189370,14959503
12,Malta,11101,121,166,,9079,461770,442073
12,Mauritania,10780,279,222,12,8022,110096,4703616
12,Haiti,9491,26,233,,8241,34734,11464707
12,Cuba,9354,87,137,1,8371,1229513,11323490
12,Gabon,9330,,63,,9182,329481,2248980
12,Uruguay,9180,331,91,1,6155,503373,3479156
12,Belize,9173,208,192,7,4279,48456,400839
12,Syria,9041,130,506,15,4319,,17688711
12,Guadeloupe,8472,,151,,2242,78966,400155
12,R¨¦union,8431,,41,,8037,48859,898183
12,Bahamas,7648,25,163,,6043,45657,394929
12,Hong Kong,7447,69,115,1,6114,4656410,7524286
12,Andorra,7288,52,78,,6629,173151,77321
12,Trinidad and Tobago,6864,12,122,,6126,38315,1401531
12,Eswatini,6714,29,127,1,6331,63144,1165546
12,Rwanda,6528,100,56,2,5892,665450,13094172
12,Malawi,6063,8,186,,5491,78863,19348287
12,Congo,6049,,99,,4988,,5578148
12,Nicaragua,5887,,162,,4225,,6659819
12,Guyana,5879,40,154,,5044,33656,788261
12,Djibouti,5725,4,61,,5612,95102,994413
12,Mali,5721,72,189,4,3566,113248,20507723
12,Martinique,5575,,42,,98,67378,375133
12,Iceland,5552,13,28,,5346,406296,342239
12,Mayotte,5551,,52,,2964,28914,275727
12,Suriname,5340,1,117,,5221,22629,588990
12,Equatorial Guinea,5185,2,85,,5058,72627,1423205
12,Aruba,5044,13,46,,4890,55294,106970
12,CAR,4936,,63,,1924,32711,4867154
12,Somalia,4579,,121,,3529,,16088679
12,Thailand,4192,12,60,,3915,977854,69878976
12,Burkina Faso,3894,315,71,2,2858,,21156054
12,Gambia,3779,,123,,3645,26851,2446590
12,Togo,3221,19,66,,2745,160114,8364621
12,South Sudan,3206,25,62,,3043,63753,11252454
12,Benin,3090,,44,,2972,360194,12263404
12,Guinea-Bissau,2444,,44,,2337,33033,1988589
12,Sierra Leone,2440,2,75,,1850,,8049008
12,Lesotho,2250,36,44,,1319,27964,2149874
12,Niger,2199,39,80,,1276,50488,24589750
12,New Zealand,2092,,25,,2010,1332470,
12,Yemen,2083,1,606,,1383,17404,30117161
12,Channel Islands,1977,51,48,,1088,199491,174582
12,San Marino,1932,24,51,1,1575,21402,33963
12,Chad,1751,6,102,,1603,,16633473
12,Liberia,1676,,83,,1358,35957,5110303
12,Liechtenstein,1482,16,20,,1296,15808,38177
12,Vietnam,1395,4,35,,1238,1339465,97731452
12,Sint Maarten,1225,24,26,,1070,8306,43094
12,Gibraltar,1072,2,5,,1028,101865,33686
12,Sao Tome and Principe,1009,,17,,947,7498,220969
12,Mongolia,906,1,,,384,405013,3301822
12,Saint Martin,801,,12,,675,7838,38960
12,Turks and Caicos,769,,6,,741,10461,38951
12,Taiwan,733,8,7,,601,114742,23836229
12,Burundi,728,5,1,,640,70060,12046606
12,Papua New Guinea,720,,8,,601,32221,9022371
12,Eritrea,711,55,,,564,23693,3568345
12,Monaco,668,9,3,,596,51953,39367
12,Comoros,628,11,7,,606,,877818
12,Faeroe Islands,525,5,,,506,175642,48947
12,Mauritius,515,,10,,478,289552,1272721
12,Tanzania,509,,21,,183,,60483797
12,Bhutan,436,2,,,396,214336,775413
12,Bermuda,391,,9,,233,117415,62174
12,Isle of Man,370,,25,,344,19325,85235
12,Cambodia,357,,,,307,251032,16822315
12,Cayman Islands,298,,2,,267,55584,66067
12,Barbados,292,,7,,269,52861,287534
12,Saint Lucia,274,,4,,197,17571,184005
12,Seychelles,187,,,,182,5200,98621
12,Caribbean Netherlands,175,3,3,,165,3966,26332
12,St. Barth,162,,1,,127,5315,9891
12,Brunei ,152,,3,,147,77829,439357
12,Antigua and Barbuda,148,1,4,,138,5188,98293
12,St. Vincent Grenadines,94,,,,81,11720,111099
12,Dominica,87,,,,76,6175,72067
12,British Virgin Islands,76,,1,,72,9229,30321
12,Macao,46,,,,46,4238,653289
12,Fiji,44,,2,,35,17576,899363
12,Grenada,43,,,,41,6252,112758
12,Laos,41,,,,33,83753,7322688
12,New Caledonia,36,,,,32,18012,286729
12,Timor-Leste,31,,,,30,14932,1329608
12,Vatican City,27,,,,15,,802
12,Saint Kitts and Nevis,27,,,,23,4376,53368
12,Greenland,19,,,,18,13742,56814
12,Falkland Islands,17,,,,17,4746,3525
12,Solomon Islands,17,,,,5,4500,694333
12,Saint Pierre Miquelon,14,,,,14,2946,5781
12,Montserrat,13,,1,,12,626,4993
12,Western Sahara,10,,1,,8,,603834
12,Anguilla,10,,,,3,2651,15063
12,Marshall Islands,4,,,,4,,59370
12,Wallis and Futuna,3,,,,1,1149,11149
12,Samoa,2,,,,2,,199007
12,Vanuatu,1,,,,1,,310323
13,China,86701,13,4634,,81774,160000000,
13,USA,16549366,220298,305082,2309,9644325,219505072,331875677
13,India,9857380,30354,143055,393,9356879,152697399,1386086156
13,Brazil,6880595,44282,181143,690,5969706,25700000,213238308
13,Russia,2625848,28137,46453,560,2085958,82100000,145962734
13,France,2365319,13947,57761,194,175891,28717663,65338673
13,UK,1830956,21502,64026,519,N/A,47141344,68046489
13,Italy,1825775,19903,64036,649,1076891,24063029,60421597
13,Turkey,1809809,29136,16199,222,1581565,20898517,84745541
13,Spain,1741439,,47624,,N/A,24101272,46762960
13,Argentina,1494602,5274,40668,62,1330160,4237401,45381784
13,Colombia,1417072,8163,38866,197,1310425,7029070,51125823
13,Germany,1320592,21816,22171,351,957500,30494036,83904708
13,Mexico,1229379,12253,113019,693,904042,3150804,129539611
13,Poland,1126699,11496,22676,502,840541,6653788,37827861
13,Iran,1100818,8201,51949,221,800853,6657974,84473593
13,Peru,983045,2102,36609,65,916335,5248832,33176991
13,Ukraine,885039,12811,14998,243,494001,4957299,43614454
13,South Africa,852965,7882,23106,154,760118,5819755,59643060
13,Indonesia,611631,6388,18653,142,501376,6331331,274819278
13,Netherlands,603603,9080,10019,53,N/A,5077285,17151977
13,Belgium,603159,2762,17792,100,41334,6269883,11612338
13,Czechia,575424,6203,9490,88,504540,3323551,10717947
13,Iraq,573622,1022,12565,16,505669,3867170,40622450
13,Chile,569781,1807,15846,64,543083,5727305,19189836
13,Romania,551900,6333,13264,148,451477,4413212,19179387
13,Bangladesh,489178,1329,7020,34,417503,2956882,165424778
13,Canada,454852,6011,13350,99,368474,12485963,37890626
13,Philippines,448315,1285,8730,35,409391,6195558,110232847
13,Pakistan,435056,2729,8724,71,381208,5990168,222798353
13,Morocco,397597,3033,6589,47,353098,4179619,37106321
13,Switzerland,373831,,5976,48,291500,3019837,8683055
13,Saudi Arabia,359749,166,6036,13,350347,10349590,35055661
13,Israel,355786,2517,2983,14,335243,5605071,
13,Portugal,344700,4413,5461,88,268453,4939014,10183241
13,Sweden,320098,,7514,,N/A,3718476,10127581
13,Austria,319822,3241,4415,126,277883,3386308,9029515
13,Hungary,276247,5047,6784,162,79769,2275935,9649242
13,Serbia,261437,5679,2275,48,31536,2016984,8721414
13,Jordan,257275,1816,3335,49,213344,2810294,10248534
13,Nepal,247593,899,1689,15,234231,1825860,29369998
13,Ecuador,201524,759,13874,16,174188,688032,17762573
13,Panama,190585,2806,3331,22,160641,1051067,4345053
13,Georgia,187006,3907,1744,50,154241,1667615,3985701
13,UAE,183755,1154,609,2,163048,18275468,9943861
13,Bulgaria,178952,1287,5626,64,81757,1062824,6924666
13,Japan,174299,2757,2534,32,147524,4001554,126301048
13,Croatia,172523,4135,2562,78,144691,872515,4093770
13,Azerbaijan,171423,4268,1883,43,107635,1938244,10180172
13,Belarus,158334,1975,1254,8,135922,3578661,9447918
13,Dominican Republic,153585,1133,2360,1,119616,784626,10896664
13,Costa Rica,150947,,1895,,112622,427104,5114982
13,Armenia,147312,995,2462,17,124521,545240,2965742
13,Bolivia,146697,312,9013,5,125886,375921,11744156
13,Kuwait,146044,255,911,1,141825,1176983,4298757
13,Lebanon,145245,1540,1190,8,98584,1771633,6811582
13,Qatar,140827,147,240,,138347,1163120,
13,Kazakhstan,140784,789,2088,,124729,4871752,18877195
13,Slovakia,130794,3707,1148,26,95416,1206072,5460837
13,Guatemala,129099,558,4405,29,117615,580139,18062965
13,Moldova,125723,1459,2547,26,107733,503321,4029718
13,Oman,125669,,1463,,117327,571472,5164012
13,Greece,123842,1194,3540,68,9989,2572828,10399955
13,Egypt,121089,478,6898,21,104710,1000000,103192559
13,Ethiopia,116297,515,1803,12,92449,1701522,116222646
13,Honduras,113708,501,2971,3,51244,282300,9974838
13,Tunisia,110393,1289,3836,35,84218,508861,11874022
13,Palestine,108099,1477,961,30,83123,767501,5153923
13,Myanmar,107215,1352,2245,25,85406,1419187,54573744
13,Venezuela,107177,462,949,5,102289,2347543,28399444
13,Denmark,107116,3552,935,8,78236,8483883,5801394
13,Bosnia and Herzegovina,100306,763,3298,48,65289,463118,3271551
13,Slovenia,95484,1747,2041,43,72290,589788,2079067
13,Paraguay,92913,800,1937,10,65852,496890,7171726
13,Algeria,91638,517,2584,9,60028,,44203367
13,Kenya,91526,548,1586,4,72596,967317,54296347
13,Lithuania,90252,3303,791,27,38768,1403151,2704938
13,Libya,89880,,1278,,59839,478198,6913036
13,Bahrain,88965,145,348,1,87025,2180017,1727472
13,Malaysia,82246,1937,411,9,68084,2918977,32551395
13,Kyrgyzstan,77059,341,1307,,69794,544247,6572157
13,Ireland,75756,248,2123,3,23364,2101317,4962481
13,Uzbekistan,74811,147,612,1,72084,1377915,33685734
13,North Macedonia,73025,981,2096,19,48726,363021,2083335
13,Nigeria,72757,617,1194,4,65850,833755,208398523
13,Singapore,58313,8,29,,58197,4834370,5871002
13,Ghana,52933,195,327,1,51676,620148,31360779
13,Afghanistan,48952,126,1960,11,38328,167758,39316803
13,Albania,47742,879,989,12,24520,214776,2876376
13,S. Korea,41736,950,578,6,31493,3349864,51289113
13,El Salvador,41394,448,1193,7,37667,579690,6500936
13,Luxembourg,41272,517,396,4,31678,1507746,630517
13,Montenegro,40948,402,578,9,29614,152817,628102
13,Norway,40803,364,387,,34463,2421445,5440276
13,Sri Lanka,32135,760,149,2,23304,988964,21453689
13,Finland,30450,377,453,,20000,2163079,5544605
13,Australia,28025,13,908,,25671,10356077,25632301
13,Uganda,27071,702,220,,9744,676531,46375487
13,Cameroon,25143,56,443,,23851,149000,26837988
13,Latvia,25046,660,324,5,16237,723345,1876693
13,Ivory Coast,21639,21,133,,21261,232220,26667081
13,Sudan,21147,303,1344,4,12227,,44302539
13,Zambia,18217,56,366,1,17339,477174,18610884
13,Estonia,17711,758,148,6,10626,541151,1326938
13,Madagascar,17587,114,259,4,16992,96565,28005483
13,Senegal,16997,40,349,4,16059,243798,16938719
13,Mozambique,16812,132,140,1,14795,247448,31641393
13,Namibia,16269,172,160,,14582,174200,2561378
13,Angola,16161,100,366,1,8841,171247,33315528
13,French Polynesia,15618,,91,,4842,26355,281638
13,Cyprus,14476,827,75,5,2057,659089,1211307
13,DRC,14342,172,352,2,12465,,90758727
13,Guinea,13420,22,79,,12657,84951,13289938
13,Maldives,13348,22,48,,12659,267308,544782
13,Tajikistan,12624,36,88,,12050,,9632569
13,Botswana,12501,,37,,9940,470387,2372712
13,French Guiana,11800,45,71,,9995,89832,302101
13,Jamaica,11608,99,271,1,7799,124240,2966988
13,Cabo Verde,11302,40,110,,10922,107404,558691
13,Zimbabwe,11219,57,307,1,9359,189370,14959503
13,Malta,11101,121,166,,9079,461770,442073
13,Mauritania,10780,279,222,12,8022,110096,4703616
13,Haiti,9491,26,233,,8241,34734,11464707
13,Cuba,9354,87,137,1,8371,1229513,11323490
13,Gabon,9330,,63,,9182,329481,2248980
13,Uruguay,9180,331,91,1,6155,503373,3479156
13,Belize,9173,208,192,7,4279,48456,400839
13,Syria,9041,130,506,15,4319,,17688711
13,Guadeloupe,8472,,151,,2242,78966,400155
13,R¨¦union,8431,,41,,8037,48859,898183
13,Bahamas,7648,25,163,,6043,45657,394929
13,Hong Kong,7447,69,115,1,6114,4656410,7524286
13,Andorra,7288,52,78,,6629,173151,77321
13,Trinidad and Tobago,6864,12,122,,6126,38315,1401531
13,Eswatini,6714,29,127,1,6331,63144,1165546
13,Rwanda,6528,100,56,2,5892,665450,13094172
13,Malawi,6063,8,186,,5491,78863,19348287
13,Congo,6049,,99,,4988,,5578148
13,Nicaragua,5887,,162,,4225,,6659819
13,Guyana,5879,40,154,,5044,33656,788261
13,Djibouti,5725,4,61,,5612,95102,994413
13,Mali,5721,72,189,4,3566,113248,20507723
13,Martinique,5575,,42,,98,67378,375133
13,Iceland,5552,13,28,,5346,406296,342239
13,Mayotte,5551,,52,,2964,28914,275727
13,Suriname,5340,1,117,,5221,22629,588990
13,Equatorial Guinea,5185,2,85,,5058,72627,1423205
13,Aruba,5044,13,46,,4890,55294,106970
13,CAR,4936,,63,,1924,32711,4867154
13,Somalia,4579,,121,,3529,,16088679
13,Thailand,4192,12,60,,3915,977854,69878976
13,Burkina Faso,3894,315,71,2,2858,,21156054
13,Gambia,3779,,123,,3645,26851,2446590
13,Togo,3221,19,66,,2745,160114,8364621
13,South Sudan,3206,25,62,,3043,63753,11252454
13,Benin,3090,,44,,2972,360194,12263404
13,Guinea-Bissau,2444,,44,,2337,33033,1988589
13,Sierra Leone,2440,2,75,,1850,,8049008
13,Lesotho,2250,36,44,,1319,27964,2149874
13,Niger,2199,39,80,,1276,50488,24589750
13,New Zealand,2092,,25,,2010,1332470,
13,Yemen,2083,1,606,,1383,17404,30117161
13,Channel Islands,1977,51,48,,1088,199491,174582
13,San Marino,1932,24,51,1,1575,21402,33963
13,Chad,1751,6,102,,1603,,16633473
13,Liberia,1676,,83,,1358,35957,5110303
13,Liechtenstein,1482,16,20,,1296,15808,38177
13,Vietnam,1395,4,35,,1238,1339465,97731452
13,Sint Maarten,1225,24,26,,1070,8306,43094
13,Gibraltar,1072,2,5,,1028,101865,33686
13,Sao Tome and Principe,1009,,17,,947,7498,220969
13,Mongolia,906,1,,,384,405013,3301822
13,Saint Martin,801,,12,,675,7838,38960
13,Turks and Caicos,769,,6,,741,10461,38951
13,Taiwan,733,8,7,,601,114742,23836229
13,Burundi,728,5,1,,640,70060,12046606
13,Papua New Guinea,720,,8,,601,32221,9022371
13,Eritrea,711,55,,,564,23693,3568345
13,Monaco,668,9,3,,596,51953,39367
13,Comoros,628,11,7,,606,,877818
13,Faeroe Islands,525,5,,,506,175642,48947
13,Mauritius,515,,10,,478,289552,1272721
13,Tanzania,509,,21,,183,,60483797
13,Bhutan,436,2,,,396,214336,775413
13,Bermuda,391,,9,,233,117415,62174
13,Isle of Man,370,,25,,344,19325,85235
13,Cambodia,357,,,,307,251032,16822315
13,Cayman Islands,298,,2,,267,55584,66067
13,Barbados,292,,7,,269,52861,287534
13,Saint Lucia,274,,4,,197,17571,184005
13,Seychelles,187,,,,182,5200,98621
13,Caribbean Netherlands,175,3,3,,165,3966,26332
13,St. Barth,162,,1,,127,5315,9891
13,Brunei ,152,,3,,147,77829,439357
13,Antigua and Barbuda,148,1,4,,138,5188,98293
13,St. Vincent Grenadines,94,,,,81,11720,111099
13,Dominica,87,,,,76,6175,72067
13,British Virgin Islands,76,,1,,72,9229,30321
13,Macao,46,,,,46,4238,653289
13,Fiji,44,,2,,35,17576,899363
13,Grenada,43,,,,41,6252,112758
13,Laos,41,,,,33,83753,7322688
13,New Caledonia,36,,,,32,18012,286729
13,Timor-Leste,31,,,,30,14932,1329608
13,Vatican City,27,,,,15,,802
13,Saint Kitts and Nevis,27,,,,23,4376,53368
13,Greenland,19,,,,18,13742,56814
13,Falkland Islands,17,,,,17,4746,3525
13,Solomon Islands,17,,,,5,4500,694333
13,Saint Pierre Miquelon,14,,,,14,2946,5781
13,Montserrat,13,,1,,12,626,4993
13,Western Sahara,10,,1,,8,,603834
13,Anguilla,10,,,,3,2651,15063
13,Marshall Islands,4,,,,4,,59370
13,Wallis and Futuna,3,,,,1,1149,11149
13,Samoa,2,,,,2,,199007
13,Vanuatu,1,,,,1,,310323
14,China,86725,24,4634,,81785,160000000,
14,USA,16737267,187901,306459,1379,9724439,221195630,331880970
14,India,9884716,27336,143393,338,9387608,153711833,1386123196
14,Brazil,6901990,21395,181419,276,5982953,25700000,213242430
14,Russia,2653928,28080,46941,488,2106235,82600000,145962904
14,France,2376852,11533,57911,150,176995,28942112,65339066
14,UK,1849403,18447,64170,144,N/A,47141344,68047462
14,Italy,1843712,17938,64520,484,1093161,24215726,60421355
14,Turkey,1836728,26919,16417,218,1603780,21079716,84748019
14,Spain,1741439,,47624,,N/A,24101272,46763009
14,Argentina,1498160,3558,40766,98,1335317,4259194,45382916
14,Colombia,1425774,8702,39053,187,1314836,7069223,51127304
14,Germany,1338483,17891,22406,235,967900,30494036,83905438
14,Mexico,1241436,12057,113704,685,911965,3182316,129543309
14,Poland,1135676,8977,22864,188,858895,6675849,37827748
14,Iran,1108269,7451,52196,247,812270,6704247,84476530
14,Peru,984973,1928,36677,68,918352,5264455,33178246
14,Ukraine,894215,9176,15154,156,501564,4957299,43613740
14,South Africa,860964,7999,23276,170,761011,5859178,59645103
14,Indonesia,617820,6189,18819,166,505836,6382379,274827175
14,Netherlands,613487,9884,10048,29,N/A,5253381,17152080
14,Belgium,605966,2807,17902,110,41589,6309354,11612476
14,Czechia,579080,3655,9564,67,505816,3339753,10718001
14,Iraq,574634,1012,12579,14,507446,3898480,40624922
14,Chile,571919,2138,15886,40,544822,5775305,19190284
14,Romania,556335,4435,13385,121,457360,4428071,19179039
14,Bangladesh,490533,1355,7052,32,420896,2969630,165429258
14,Canada,460743,5891,13431,81,373253,12559324,37891529
14,Philippines,449394,1079,8733,3,418682,6236830,110236832
14,Pakistan,438425,3369,8796,72,383000,6032390,222810091
14,Morocco,399609,2012,6624,35,356023,4194760,37107516
14,Switzerland,373831,,5985,9,291500,3019837,8683227
14,Saudi Arabia,359888,139,6048,12,350549,10349590,35057143
14,Israel,357176,1390,2999,16,337186,6610179,
14,Portugal,348744,4044,5559,98,271322,4939014,10183160
14,Austria,322463,2641,4473,58,281106,3407510,9029655
14,Sweden,320098,,7514,,N/A,3718476,10127752
14,Hungary,280400,4153,6965,181,80752,2301174,9649176
14,Serbia,266432,4995,2331,56,31536,2030691,8721319
14,Jordan,259614,2339,3365,30,218467,2829006,10248811
14,Nepal,248423,830,1698,9,235731,1831041,29371432
14,Ecuador,202110,586,13875,1,177951,690569,17763305
14,Panama,193007,2422,3356,25,162105,1063099,4345239
14,Georgia,189726,2720,1790,46,158183,1686522,3985680
14,UAE,184949,1194,617,8,163679,18419249,9944188
14,Bulgaria,179449,497,5688,62,83720,1064458,6924524
14,Japan,177287,2988,2562,28,149286,4032816,126299995
14,Croatia,175886,3363,2640,78,148211,882282,4093701
14,Azerbaijan,175874,4451,1922,39,111918,1953303,10180421
14,Belarus,160295,1961,1263,9,138464,3609517,9447909
14,Dominican Republic,154692,1107,2361,1,120481,790739,10896961
14,Costa Rica,150947,,1895,,112622,431232,5115109
14,Armenia,148325,1013,2486,24,125169,548359,2965757
14,Bolivia,147030,333,9014,1,126092,377205,11744591
14,Lebanon,146520,1275,1200,10,101334,1783660,6811499
14,Kuwait,146218,174,911,,142094,1180662,4298930
14,Kazakhstan,141578,794,2088,,125380,4871752,18877808
14,Qatar,140961,134,240,,138490,1167017,
14,Slovakia,132984,2190,1175,27,97068,1216063,5460844
14,Guatemala,129282,183,4423,18,117923,581401,18063872
14,Moldova,126518,795,2572,25,108901,505420,4029692
14,Oman,126240,571,1471,8,118048,571472,5164368
14,Greece,124534,692,3625,85,9989,2582260,10399817
14,Egypt,121575,486,6920,22,104875,1000000,103197841
14,Ethiopia,116769,472,1806,3,93890,1706321,116230450
14,Honduras,114043,335,2974,3,51410,284003,9975269
14,Tunisia,111361,968,3894,58,84741,512738,11874360
14,Denmark,109758,2642,941,6,79394,8569655,5801450
14,Palestine,109738,1639,978,17,85110,772485,5154248
