date,country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
14,Myanmar,108342,1127,2268,23,86795,1437751,54574739
14,Venezuela,107786,609,954,5,102289,2347543,28399225
14,Bosnia and Herzegovina,101117,811,3336,38,65758,465140,3271495
14,Slovenia,96314,830,2063,22,73377,592436,2079068
14,Paraguay,93582,669,1953,16,66543,500744,7171966
14,Lithuania,93100,2848,815,24,38893,1414224,2704835
14,Algeria,92102,464,2596,12,60457,,44205533
14,Kenya,91892,366,1587,1,73028,971522,54299590
14,Libya,90779,899,1299,21,60895,483652,6913291
14,Bahrain,89143,178,348,,87182,2191887,1727634
14,Malaysia,83475,1229,415,4,69393,2940782,32552528
14,Kyrgyzstan,77356,297,1307,,70192,546791,6572452
14,Ireland,76185,429,2124,1,23364,2101317,4962632
14,Uzbekistan,74956,145,612,,72243,1377915,33687059
14,North Macedonia,73638,613,2121,25,49414,364858,2083335
14,Nigeria,73175,418,1197,3,66090,845458,208412524
14,Singapore,58320,7,29,,58208,4834370,5871127
14,Ghana,52933,,327,,51676,620148,31362555
14,Afghanistan,49273,321,1971,11,38384,169413,39319204
14,Albania,48530,788,1003,14,24820,217277,2876367
14,S. Korea,42766,1030,580,2,31814,3374595,51289233
14,Luxembourg,41718,446,402,6,31678,1507746,630545
14,El Salvador,41631,237,1200,7,37888,582161,6501025
14,Montenegro,41426,478,582,4,30493,154233,628102
14,Norway,41003,200,387,,34463,2421445,5440392
14,Sri Lanka,32790,655,152,3,23793,1004203,21453933
14,Finland,30810,360,453,,20000,2169345,5544629
14,Australia,28031,6,908,,25675,10379994,25633109
14,Uganda,27532,461,221,1,9826,680709,46379453
14,Latvia,25675,629,349,25,16778,728736,1876636
14,Cameroon,25143,,443,,23851,149000,26839799
14,Ivory Coast,21680,41,133,,21298,234067,26668871
14,Sudan,21386,239,1347,3,12313,,44305343
14,Zambia,18274,57,367,1,17388,484299,18612297
14,Estonia,18054,343,149,1,11037,544683,1326940
14,Madagascar,17587,,259,,16992,96565,28007434
14,Senegal,17075,78,349,,16094,245025,16939929
14,Mozambique,16954,142,142,2,14818,248476,31643794
14,Namibia,16536,267,160,,14684,175923,2561504
14,Angola,16188,27,371,5,8898,171247,33318335
14,French Polynesia,15618,,91,,4842,26355,281643
14,Cyprus,15101,625,78,3,2057,663696,1211331
14,DRC,14461,119,352,,12465,,90766200
14,Guinea,13420,,79,,12657,84951,13290915
14,Maldives,13368,20,48,,12706,269425,544808
14,Tajikistan,12704,80,88,,12133,,9633156
14,Botswana,12501,,37,,9940,470387,2372842
14,French Guiana,11800,,71,,9995,89832,302122
14,Jamaica,11710,102,273,2,7954,125320,2967023
14,Cabo Verde,11357,55,110,,10962,107404,558708
14,Zimbabwe,11246,27,307,,9451,189370,14960094
14,Malta,11153,52,169,3,9169,464429,442077
14,Mauritania,10971,191,225,3,8076,121358,4703951
14,Uruguay,9708,528,92,1,6358,510031,3479188
14,Haiti,9491,,233,,8241,34734,11465087
14,Cuba,9423,69,137,,8434,1251767,11323471
14,Gabon,9330,,63,,9182,329481,2249124
14,Belize,9295,122,195,3,4321,48864,400859
14,Syria,9166,125,518,12,4376,,17689876
14,Guadeloupe,8472,,151,,2242,78966,400155
14,R¨¦union,8431,,41,,8037,48859,898200
14,Bahamas,7659,11,163,,6069,46272,394939
14,Hong Kong,7542,95,117,2,6202,4656410,7524452
14,Andorra,7338,50,79,1,6629,173151,77321
14,Trinidad and Tobago,6879,15,122,,6145,38390,1401543
14,Eswatini,6768,54,127,,6379,63144,1165579
14,Rwanda,6659,131,56,,5955,667894,13095052
14,Malawi,6066,3,187,1,5491,78962,19349642
14,Congo,6049,,99,,4988,,5578520
14,Guyana,5920,41,155,1,5073,33898,788271
14,Nicaragua,5887,,162,,4225,,6660035
14,Mali,5814,93,194,5,3591,115350,20509323
14,Djibouti,5728,3,61,,5618,95261,994453
14,Martinique,5575,,42,,98,67378,375133
14,Iceland,5557,5,28,,5366,407409,342245
14,Mayotte,5551,,52,,2964,28914,275745
14,Suriname,5353,4,117,,5224,22676,589004
14,Equatorial Guinea,5185,,85,,5058,72627,1423331
14,Aruba,5049,5,46,,4896,55812,106971
14,CAR,4936,,63,,1924,32711,4867383
14,Somalia,4579,,121,,3529,,16089895
14,Thailand,4209,17,60,,3923,977854,69879453
14,Burkina Faso,4030,136,71,,2910,,21157626
14,Gambia,3782,3,123,,3647,27056,2446776
14,Togo,3251,30,66,,2771,160765,8365153
14,South Sudan,3206,,62,,3043,63753,11252813
14,Benin,3090,,44,,2972,360194,12264275
14,Guinea-Bissau,2444,,44,,2337,33033,1988716
14,Sierra Leone,2440,,75,,1850,,8049452
14,Niger,2258,59,80,,1292,52702,24592159
14,Lesotho,2250,,44,,1319,27964,2149920
14,New Zealand,2096,4,25,,2015,1341978,
14,Yemen,2083,,606,,1383,17404,30118960
14,Channel Islands,2068,91,48,,1291,199491,174586
14,San Marino,1932,,51,,1575,21402,33963
14,Chad,1770,19,102,,1607,,16634766
14,Liberia,1676,,83,,1358,35957,5110629
14,Liechtenstein,1514,32,20,,1296,15808,38178
14,Vietnam,1397,2,35,,1241,1339465,97733842
14,Sint Maarten,1232,7,26,,1075,8306,43095
14,Gibraltar,1075,3,5,,1032,102253,33686
14,Sao Tome and Principe,1009,,17,,950,7498,220980
14,Mongolia,907,1,,,384,420000,3301967
14,Saint Martin,801,,12,,675,7838,38961
14,Turks and Caicos,769,,6,,741,10461,38952
14,Taiwan,736,3,7,,606,115167,23836347
14,Burundi,729,1,1,,640,70060,12047578
14,Papua New Guinea,721,1,8,,601,32221,9022835
14,Eritrea,711,,,,564,23693,3568479
14,Monaco,668,,3,,597,51953,39368
14,Comoros,628,,7,,606,,877869
14,Faeroe Islands,528,3,,,506,176383,48947
14,Mauritius,515,,10,,478,289552,1272726
14,Tanzania,509,,21,,183,,60488464
14,Bhutan,437,1,,,400,216254,775436
14,Bermuda,391,,9,,233,117415,62173
14,Isle of Man,370,,25,,344,19325,85237
14,Cambodia,359,2,,,307,258400,16822947
14,Cayman Islands,298,,2,,267,55584,66069
14,Barbados,292,,7,,269,52861,287535
14,Saint Lucia,275,1,4,,203,17571,184007
14,Seychelles,187,,,,182,5200,98622
14,Caribbean Netherlands,175,,3,,165,3966,26333
14,St. Barth,162,,1,,127,5315,9891
14,Brunei ,152,,3,,147,77829,439369
14,Antigua and Barbuda,148,,5,1,138,5188,98295
14,St. Vincent Grenadines,98,4,,,81,11720,111100
14,Dominica,88,1,,,83,6618,72067
14,British Virgin Islands,76,,1,,72,9229,30322
14,Grenada,69,26,,,41,6252,112759
14,Fiji,46,,2,,38,18616,899381
14,Macao,46,,,,46,4238,653314
14,Laos,41,,,,33,84083,7322977
14,New Caledonia,36,,,,32,18012,286736
14,Timor-Leste,31,,,,30,14932,1329677
14,Vatican City,27,,,,15,,802
14,Saint Kitts and Nevis,27,,,,23,4376,53369
14,Greenland,19,,,,18,13742,56815
14,Falkland Islands,17,,,,17,4746,3525
14,Solomon Islands,17,,,,5,4500,694379
14,Saint Pierre Miquelon,14,,,,14,2946,5781
14,Montserrat,13,,1,,12,626,4993
14,Western Sahara,10,,1,,8,,603874
14,Anguilla,10,,,,3,2651,15063
14,Marshall Islands,4,,,,4,,59371
14,Wallis and Futuna,3,,,,1,1149,11148
14,Samoa,2,,,,2,,199010
14,Vanuatu,1,,,,1,,310342
15,China,86741,16,4634,,81794,160000000,
15,USA,16942980,198805,308091,1621,9871915,223183895,331886264
15,India,9906507,21791,143746,353,9421832,154566990,1386160236
15,Brazil,6929409,27419,181945,526,6016085,25700000,213246552
15,Russia,2681256,27328,47391,450,2124797,83102948,145963074
15,France,2379915,3063,58282,371,177647,29186274,65339460
15,UK,1869666,20263,64402,232,N/A,48209087,68048434
15,Turkey,1866345,29617,16646,229,1631944,21284005,84750497
15,Italy,1855732,12025,65011,491,1115617,24319310,60421114
15,Spain,1762036,7967,48013,129,N/A,24918644,46763059
15,Argentina,1503222,5062,41041,275,1340120,4302194,45384048
15,Colombia,1434516,8742,39195,142,1321469,7122577,51128785
15,Germany,1357141,18658,22887,481,984200,30494036,83906168
15,Mexico,1250044,8608,113953,249,918681,3194264,129547008
15,Poland,1140539,4863,22960,96,869155,6695762,37827635
15,Iran,1115770,7501,52447,251,823231,6750359,84479467
15,Peru,986130,1157,36754,77,920306,5273241,33179501
15,Ukraine,900666,6451,15247,93,506718,5052686,43613026
15,South Africa,866127,5163,23451,175,762746,5884227,59647146
15,Indonesia,623309,5489,18956,137,510957,6424385,274835073
15,Netherlands,621944,8457,10082,34,N/A,5253381,17152183
15,Belgium,608137,2171,17951,49,41661,6336972,11612613
15,Czechia,581082,1999,9681,89,511512,3350315,10718055
15,Iraq,575972,1338,12603,24,509474,3933815,40627394
15,Chile,573830,1911,15931,45,546538,5822181,19190731
15,Romania,559587,3252,13494,109,460780,4436130,19178690
15,Bangladesh,492332,1799,7089,37,423845,2986458,165433737
15,Canada,468862,8119,13553,122,379467,12634757,37892433
15,Philippines,450704,1310,8756,23,418694,6264737,110240817
15,Pakistan,440787,2362,8832,36,384719,6064220,222821830
15,Morocco,400826,1217,6659,35,359065,4204412,37108711
15,Switzerland,384557,10726,6154,169,308300,3095612,8683400
15,Saudi Arabia,360013,125,6059,11,350792,10409634,35058625
15,Israel,359506,2330,3004,5,338418,6631970,
15,Portugal,350938,2194,5649,90,274277,4939014,10183079
15,Sweden,341029,2956,7647,6,N/A,3718476,10127924
15,Austria,325051,2588,4530,57,284174,3425072,9029795
15,Hungary,283870,3470,7130,165,82546,2320419,9649109
15,Serbia,271364,4932,2380,49,31536,2046456,8721223
15,Jordan,262477,2863,3407,42,222654,2850723,10249087
15,Nepal,249244,821,1716,18,236573,1836464,29372866
15,Ecuador,202180,70,13875,,177951,691163,17764038
15,Panama,194619,1612,3382,26,163334,1072669,4345425
15,Georgia,191063,1337,1839,49,161681,1686522,3985659
15,UAE,186041,1092,618,1,164349,18517811,9944514
15,Bulgaria,181544,2095,5838,150,85578,1069756,6924382
15,Japan,179653,2366,2585,23,150947,4048710,126298942
15,Azerbaijan,178986,3112,1966,44,114841,1963348,10180671
15,Croatia,177358,1472,2705,65,151884,888080,4093632
15,Belarus,162148,1853,1273,10,139785,3625620,9447901
15,Dominican Republic,155184,492,2364,3,121007,793563,10897258
15,Costa Rica,153169,549,1936,15,118511,440279,5115236
15,Armenia,148682,357,2503,17,125966,549732,2965773
15,Lebanon,147613,1093,1210,10,103057,1790561,6811416
15,Bolivia,147150,120,9018,4,126221,377562,11745026
15,Kuwait,146449,231,912,1,142357,1185625,4299102
15,Kazakhstan,142325,747,2088,,126182,4871752,18878422
15,Qatar,141121,160,241,1,138719,1171929,
15,Slovakia,133489,505,1205,30,98585,1218962,5460851
15,Guatemala,129405,123,4445,22,118217,581933,18064779
15,Moldova,127253,735,2598,26,110179,507145,4029667
15,Oman,126504,264,1472,1,118287,571472,5164724
15,Greece,125173,639,3687,62,9989,2589438,10399679
15,Egypt,122086,511,6943,23,105132,1000000,103203122
15,Ethiopia,117242,473,1809,3,95225,1711099,116238254
15,Honduras,114359,316,2975,1,51478,284003,9975699
15,Denmark,113095,3337,950,9,80564,8664885,5801506
15,Tunisia,111361,,3894,,84741,512738,11874698
15,Palestine,111102,1364,1000,22,87057,778959,5154573
15,Myanmar,109512,1170,2292,24,88131,1456866,54575734
15,Venezuela,108125,339,960,6,103037,2347543,28399006
15,Bosnia and Herzegovina,101461,344,3391,55,66486,466426,3271440
15,Slovenia,96757,443,2107,44,73760,594115,2079069
15,Lithuania,95020,1920,825,10,38957,1421759,2704732
15,Paraguay,94223,641,1971,18,67242,504284,7172205
15,Algeria,92597,495,2609,13,60888,,44207699
15,Kenya,92055,163,1593,6,73452,973805,54302834
15,Libya,91357,578,1314,15,61453,487044,6913547
15,Bahrain,89268,125,348,,87332,2202876,1727797
15,Malaysia,84846,1371,419,4,70597,2960653,32553661
15,Kyrgyzstan,77674,318,1312,5,70450,548077,6572746
15,Ireland,76449,264,2126,2,23364,2122513,4962783
15,Uzbekistan,75094,138,612,,72368,1377915,33688385
15,North Macedonia,73851,213,2147,26,50046,365599,2083335
15,Nigeria,73374,199,1197,,66314,848194,208426526
15,Singapore,58325,5,29,,58210,4834370,5871253
15,Ghana,53160,227,327,,51761,622086,31364331
15,Afghanistan,49484,211,1975,4,38410,170855,39321605
15,Albania,49191,661,1016,13,24820,219385,2876358
15,S. Korea,43484,718,587,7,32102,3397039,51289353
15,Luxembourg,41900,182,410,8,33367,1519424,630572
15,El Salvador,41880,249,1205,5,38087,584631,6501114
15,Montenegro,41803,377,585,3,31138,155492,628102
15,Norway,41334,331,393,6,34782,2500706,5440507
15,Sri Lanka,33478,688,154,2,24309,1017682,21454178
15,Finland,31110,300,461,8,20000,2169813,5544652
15,Australia,28039,8,908,,25684,10400623,25633918
15,Uganda,27766,234,224,3,9921,683236,46383419
15,Latvia,25885,210,352,3,16869,731547,1876579
15,Cameroon,25214,71,443,,23851,149000,26841610
15,Ivory Coast,21705,25,133,,21318,235378,26670661
15,Sudan,21591,205,1355,8,12452,,44308148
15,Estonia,18381,327,154,5,11121,548666,1326943
15,Zambia,18322,48,367,,17409,489926,18613709
15,Madagascar,17587,,259,,16992,96565,28009386
15,Senegal,17146,71,350,1,16159,246147,16941139
15,Mozambique,17002,48,143,1,15006,249302,31646196
15,Namibia,16726,190,163,3,14837,177749,2561630
15,Angola,16277,89,372,1,8924,171247,33321141
15,French Polynesia,15747,129,96,5,4842,26355,281647
15,Cyprus,15450,349,82,4,2057,666123,1211355
15,DRC,14513,52,356,4,12653,,90773673
15,Guinea,13457,37,80,1,12713,85157,13291891
15,Maldives,13379,11,48,,12731,271346,544834
15,Botswana,12873,372,38,1,10456,489264,2372972
15,Tajikistan,12741,37,88,,12172,,9633743
15,French Guiana,11855,55,71,,9995,89832,302144
15,Jamaica,11792,82,273,,8098,126540,2967058
15,Cabo Verde,11361,4,110,,11036,107404,558724
15,Zimbabwe,11358,112,309,2,9554,190996,14960685
15,Malta,11254,101,174,5,9319,467407,442080
15,Mauritania,11135,164,228,3,8118,121358,4704286
15,Uruguay,10029,321,95,3,6593,514906,3479221
15,Haiti,9588,23,234,,8280,34734,11465467
15,Cuba,9492,69,137,,8484,1261754,11323452
15,Belize,9377,82,197,2,4414,49914,400879
15,Gabon,9351,21,63,,9204,333996,2249268
15,Syria,9302,136,530,12,4432,,17691041
15,R¨¦union,8534,103,42,1,8037,48859,898218
15,Guadeloupe,8472,,151,,2242,78966,400155
15,Bahamas,7690,31,163,,6070,46846,394949
15,Hong Kong,7624,82,120,3,6266,4656410,7524618
15,Andorra,7382,44,79,,6706,173151,77321
15,Trinidad and Tobago,6885,6,123,1,6180,38692,1401556
15,Eswatini,6825,57,130,3,6416,63144,1165612
15,Rwanda,6747,88,56,,5996,671223,13095932
15,Congo,6200,151,100,1,4988,,5578892
15,Malawi,6070,4,187,,5491,79223,19350997
15,Guyana,5943,23,156,1,5077,34038,788281
15,Nicaragua,5887,,162,,4225,,6660250
15,Mali,5836,22,201,7,3630,117959,20510923
15,Djibouti,5733,5,61,,5622,95460,994492
15,Martinique,5575,,42,,98,67378,375132
15,Iceland,5564,7,28,,5392,408658,342251
15,Mayotte,5551,,52,,2964,28914,275763
15,Suriname,5359,6,117,,5227,22709,589019
15,Equatorial Guinea,5185,,85,,5058,72627,1423458
15,Aruba,5056,7,46,,4903,56300,106973
15,CAR,4936,,63,,1924,32711,4867613
15,Somalia,4579,,121,,3529,,16091111
15,Thailand,4237,28,60,,3940,1217873,69879930
15,Burkina Faso,4209,179,71,,2940,,21159198
15,Gambia,3782,,123,,3647,27056,2446963
15,Togo,3266,15,66,,2789,161413,8365684
15,South Sudan,3206,,62,,3043,63753,11253171
15,Benin,3090,,44,,2972,360194,12265145
15,Sierra Leone,2445,5,75,,1851,,8049896
15,Guinea-Bissau,2444,,44,,2337,33033,1988844
15,Niger,2322,64,82,2,1294,53223,24594568
15,Lesotho,2277,27,44,,1340,28015,2149967
15,Channel Islands,2132,64,48,,1317,199491,174590
15,New Zealand,2096,,25,,2015,1341978,
15,Yemen,2084,1,606,,1384,17404,30120759
15,San Marino,1934,2,51,,1608,21559,33964
15,Chad,1771,1,102,,1608,,16636059
15,Liberia,1676,,83,,1358,35957,5110955
15,Liechtenstein,1566,52,20,,1351,16453,38178
15,Vietnam,1402,5,35,,1246,1431631,97736233
15,Sint Maarten,1249,17,26,,1099,8306,43097
15,Gibraltar,1082,7,6,1,1036,102705,33686
15,Sao Tome and Principe,1010,1,17,,952,7498,220991
15,Mongolia,912,5,,,384,428574,3302111
15,Saint Martin,801,,12,,675,7838,38963
15,Turks and Caicos,769,,6,,741,10461,38954
15,Taiwan,740,4,7,,606,115384,23836464
15,Burundi,729,,1,,640,70060,12048550
15,Papua New Guinea,725,4,8,,601,32221,9023299
15,Eritrea,711,,,,564,23693,3568613
15,Monaco,671,3,3,,605,51953,39369
15,Comoros,628,,7,,606,,877920
15,Faeroe Islands,528,,,,506,176383,48948
15,Mauritius,523,8,10,,489,289552,1272732
15,Tanzania,509,,21,,183,,60493132
15,Bhutan,438,1,,,403,216998,775459
15,Bermuda,431,40,9,,238,119596,62172
15,Isle of Man,373,3,25,,344,19564,85238
15,Cambodia,359,,,,309,258400,16823580
15,Cayman Islands,298,,2,,267,55584,66072
15,Barbados,296,4,7,,272,54434,287536
15,Saint Lucia,278,3,4,,240,17752,184009
15,Seychelles,187,,,,182,5200,98624
15,Caribbean Netherlands,175,,3,,165,3966,26334
15,St. Barth,162,,1,,127,5315,9891
15,Brunei ,152,,3,,147,77829,439380
15,Antigua and Barbuda,148,,5,,138,5188,98297
15,St. Vincent Grenadines,98,,,,81,11720,111101
15,Dominica,88,,,,83,6618,72068
15,British Virgin Islands,76,,1,,72,9229,30323
15,Grenada,69,,,,41,6252,112761
15,Fiji,46,,2,,38,18616,899399
15,Macao,46,,,,46,4238,653338
15,Laos,41,,,,34,85064,7323265
15,New Caledonia,36,,,,35,18253,286744
15,Timor-Leste,31,,,,30,14932,1329745
15,Saint Kitts and Nevis,28,1,,,23,4525,53370
15,Vatican City,27,,,,15,,802
15,Greenland,19,,,,18,13742,56815
15,Falkland Islands,17,,,,17,4746,3525
15,Solomon Islands,17,,,,5,4500,694426
15,Saint Pierre Miquelon,14,,,,14,2946,5781
15,Montserrat,13,,1,,12,626,4993
15,Western Sahara,10,,1,,8,,603914
15,Anguilla,10,,,,4,2651,15064
15,Marshall Islands,4,,,,4,,59372
15,Wallis and Futuna,3,,,,1,1149,11148
15,Samoa,2,,,,2,,199014
15,Vanuatu,1,,,,1,,310362
