country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
North Macedonia,67968,,1924,,43646,348795,2083337
Singapore,58273,13,29,,58160,4658858,5870248
Ghana,52274,,325,,51063,606736,31350125
Afghanistan,48136,235,1902,27,37984,160244,39302396
Albania,43683,695,922,17,22180,201572,2876427
El Salvador,40131,,1164,5,36525,564906,6500400
Norway,38540,217,359,5,27414,2387044,5439582
Montenegro,38246,,533,,26999,143533,628101
Luxembourg,38215,,353,,28029,1418680,630350
S. Korea,38161,615,549,4,29301,3209376,51288392
Sri Lanka,28203,326,140,,20804,917741,21452220
Australia,27972,7,908,,25642,10198588,25627453
Finland,27881,250,424,9,18100,2050313,5544465
Cameroon,24752,,443,,23344,149000,26827122
Uganda,22499,,206,,9175,641893,46351691
Latvia,21520,207,272,10,1866,675899,1877032
Ivory Coast,21485,,132,,21109,225399,26656340
Sudan,19468,,1295,,11021,,44285711
Zambia,17931,15,364,,17211,450333,18602411
Madagascar,17513,,255,,16927,95472,27993775
Senegal,16553,76,340,2,15806,237944,16931461
Mozambique,16244,,133,,14416,238362,31626982
Angola,15591,,354,,8338,171247,33298689
Estonia,15226,248,134,3,9009,514534,1326923
French Polynesia,15107,,79,,4842,26355,281612
Namibia,15078,,152,,13939,164815,2560623
DRC,13527,,344,,11947,,90713889
Guinea,13233,,76,,12355,79810,13284077
Maldives,13198,,47,,12321,251156,544625
Tajikistan,12469,41,87,,11881,,9629049
Cyprus,12451,,61,,2057,639047,1211164
Botswana,11531,,34,,8978,438332,2371932
French Guiana,11458,51,71,,9995,85763,301974
Jamaica,11184,64,265,,7146,120139,2966776
Cabo Verde,11063,,109,,10596,105672,558593
Zimbabwe,10718,,291,,8880,186397,14955954
Malta,10659,139,155,4,8497,448586,442054
Mauritania,9516,,188,,7849,106996,4701606
Haiti,9370,,233,,8146,34734,11462429
Gabon,9254,,60,,9106,311091,2248117
Cuba,8782,,136,,7963,1176522,11323603
Guadeloupe,8427,,149,,2242,77192,400154
Syria,8403,,447,,3943,,17681721
R¨¦union,8200,,41,,7729,48859,898078
Belize,7769,,173,,3849,43194,400721
Bahamas,7570,,163,,5995,44502,394867
Uruguay,7303,,82,,5062,468182,3478959
Andorra,7050,,78,,6238,168635,77319
Hong Kong,6976,78,112,,5626,4382709,7523290
Trinidad and Tobago,6767,,122,,5937,37482,1401457
Eswatini,6501,,122,,6090,63144,1165349
Rwanda,6129,,51,,5696,644631,13088893
Malawi,6051,,185,,5476,76148,19340157
Nicaragua,5838,,161,,4225,,6658528
Congo,5774,,94,,4988,,5575915
Djibouti,5701,,61,,5593,93540,994178
Guyana,5665,,153,,4759,32011,788199
Martinique,5520,,41,,98,65748,375138
Iceland,5496,14,27,,5272,399472,342202
Suriname,5324,,117,,5210,22195,588904
Mayotte,5181,,49,,2964,25231,275619
Equatorial Guinea,5166,7,85,,5036,71619,1422445
Mali,5135,,164,,3369,108259,20498122
Aruba,4965,,45,,4788,52719,106963
CAR,4922,,63,,1924,32711,4865775
Somalia,4525,,121,,3480,,16081382
Thailand,4107,21,60,,3868,977854,69876113
Gambia,3770,,123,,3615,26072,2445473
Burkina Faso,3212,,68,,2711,,21146623
South Sudan,3181,,62,,2977,62494,11250304
Togo,3095,,65,,2653,154616,8361432
Benin,3073,18,44,,2922,353070,12258181
Guinea-Bissau,2441,,44,,2327,31569,1987824
Sierra Leone,2426,,74,,1846,,8046344
Yemen,2383,46,649,10,1554,17157,30106368
Lesotho,2150,,44,,1278,26557,2149596
New Zealand,2079,1,25,,1998,1312307,
Niger,1856,,77,,1237,47907,24575298
San Marino,1800,11,48,,1438,19281,33962
Chad,1725,,102,,1564,,16625715
Liberia,1676,,83,,1358,35957,5108349
Channel Islands,1645,,48,,1088,199491,174555
Liechtenstein,1397,1,19,2,1235,15235,38176
Vietnam,1367,1,35,,1224,1339465,97717109
Sint Maarten,1141,2,26,,1017,7893,43086
Gibraltar,1055,2,5,,990,96367,33687
Sao Tome and Principe,999,,17,,937,7498,220902
Mongolia,887,38,,,384,293869,3300956
Turks and Caicos,756,,6,,740,9247,38942
Saint Martin,717,,12,,641,7149,38949
Taiwan,716,,7,,574,112558,23835525
Burundi,694,,1,,575,62215,12040775
Papua New Guinea,671,,7,,597,32221,9019589
Monaco,638,,3,,574,51953,39362
Eritrea,632,,,,508,21655,3567540
Comoros,616,,7,,600,,877514
Faeroe Islands,510,,,,501,171175,48944
Tanzania,509,,21,,183,,60455793
Mauritius,508,,10,,465,289552,1272686
Bhutan,430,4,,,388,210037,775273
Isle of Man,370,,25,,344,18834,85228
Cambodia,348,2,,,306,241529,16818521
Bermuda,288,,9,,216,111870,62177
Cayman Islands,288,,2,,257,53727,66055
Barbados,285,,7,,260,49307,287528
Saint Lucia,265,,2,,158,16641,183991
Seychelles,184,,,,168,5200,98611
Caribbean Netherlands,164,,3,,158,3681,26328
Brunei ,151,,3,,147,77829,439289
St. Barth,147,,1,,105,4767,9890
Antigua and Barbuda,146,2,4,,134,4927,98280
St. Vincent Grenadines,87,,,,80,10423,111093
Dominica,85,,,,72,5655,72064
British Virgin Islands,72,,1,,71,6431,30318
Macao,46,,,,46,4238,653144
Fiji,44,,2,,33,16703,899257
Grenada,43,2,,,41,6252,112749
Laos,41,2,,,26,82178,7320957
New Caledonia,35,,,,32,17928,286684
Timor-Leste,31,,,,30,14932,1329196
Vatican City,27,,,,15,,802
Saint Kitts and Nevis,25,,,,20,4313,53362
Greenland,18,,,,18,13021,56813
Falkland Islands,17,,,,15,4454,3523
Solomon Islands,17,,,,5,4500,694056
Saint Pierre Miquelon,16,,,,14,2882,5782
Montserrat,13,,1,,12,577,4993
Western Sahara,10,,1,,8,,603592
Anguilla,9,2,,,3,2651,15061
Marshall Islands,4,,,,4,,59363
Wallis and Futuna,3,,,,1,1149,11152
Samoa,2,,,,2,,198985
Vanuatu,1,,,,1,,310205
China,86634,15,4634,,81719,160000000,
