country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
Guinea,13325,,79,,12548,82528,13287007
Cyprus,13286,,68,,2057,639047,1211236
Maldives,13274,,47,,12591,261047,544704
Tajikistan,12588,37,88,,12009,,9630809
Botswana,12058,,36,,9400,455040,2372322
French Guiana,11600,,71,,9995,87120,302037
Jamaica,11443,74,270,4,7522,122930,2966882
Cabo Verde,11192,,109,,10760,106553,558642
Zimbabwe,11007,,304,,9147,187667,14957728
Malta,10884,106,164,4,8848,455897,442064
Mauritania,10105,,202,,7925,106996,4702611
Haiti,9434,,233,,8170,34734,11463568
Gabon,9300,,62,,9155,322361,2248549
Cuba,9106,,136,,8137,1197963,11323546
Syria,8675,,465,,4114,,17685216
Belize,8519,,183,,4075,45712,400780
Guadeloupe,8472,,151,,2242,78966,400154
R¨¦union,8345,,41,,7729,48859,898130
Uruguay,8104,,87,,5564,484274,3479057
Bahamas,7585,,163,,6032,45112,394898
Hong Kong,7292,112,114,,5900,4382709,7523788
Andorra,7162,,78,,6452,173151,77320
Trinidad and Tobago,6808,,122,,6036,37942,1401494
Eswatini,6612,,125,,6175,63144,1165448
Rwanda,6278,,53,,5715,654322,13091533
Malawi,6051,,186,,5487,77323,19344222
Congo,6049,,99,,4988,,5577031
Nicaragua,5887,,162,,4225,,6659174
Guyana,5732,,154,,4888,32782,788230
Djibouti,5717,,61,,5599,94295,994296
Martinique,5575,,42,,98,67378,375136
Iceland,5524,8,28,,5313,403640,342220
Mayotte,5499,,51,,2964,27129,275673
Mali,5469,,181,,3454,108259,20502923
Suriname,5333,,117,,5217,22391,588947
Equatorial Guinea,5183,,85,,5048,72105,1422825
Aruba,4996,,45,,4856,53920,106966
CAR,4927,,63,,1924,32711,4866464
Somalia,4579,,121,,3529,,16085031
Thailand,4169,18,60,,3888,977854,69877544
Gambia,3776,,123,,3631,26604,2446032
Burkina Faso,3469,,69,,2742,,21151339
South Sudan,3181,,62,,3003,62494,11251379
Togo,3151,,65,,2699,157074,8363026
Benin,3090,,44,,2972,360194,12260793
Guinea-Bissau,2444,,44,,2337,33033,1988206
Sierra Leone,2434,,74,,1847,,8047676
Lesotho,2178,14,44,,1283,27391,2149735
New Zealand,2088,,25,,2008,1321598,
Yemen,2079,,606,,1383,17404,30111765
Niger,2078,,79,,1241,50488,24582524
San Marino,1868,34,49,,1524,20145,33963
Channel Islands,1786,,48,,1088,199491,174569
Chad,1732,,102,,1581,,16629594
Liberia,1676,,83,,1358,35957,5109326
Liechtenstein,1441,9,19,,1282,15808,38176
Vietnam,1385,4,35,,1225,1339465,97724280
Sint Maarten,1185,24,26,,1047,8306,43090
Gibraltar,1065,,5,,1009,98775,33687
Sao Tome and Principe,1005,,17,,946,7498,220936
Mongolia,898,5,,,384,366851,3301389
Saint Martin,801,,12,,675,7838,38954
Turks and Caicos,768,7,6,,740,10171,38947
Taiwan,724,4,7,,590,113526,23835877
Burundi,720,,1,,630,67818,12043691
Papua New Guinea,684,,7,,601,32221,9020980
Eritrea,656,7,,,525,22647,3567942
Monaco,655,,3,,585,51953,39365
Comoros,617,,7,,605,,877666
Faeroe Islands,519,,,,503,174047,48945
Mauritius,515,,10,,478,289552,1272703
Tanzania,509,,21,,183,,60469795
Bhutan,433,,,,395,213442,775343
Isle of Man,370,,25,,344,19138,85232
Cambodia,356,2,,,307,242754,16820418
Bermuda,340,,9,,228,115019,62176
Cayman Islands,292,,2,,266,55240,66061
Barbados,290,,7,,264,50986,287531
Saint Lucia,271,,3,,177,17063,183998
Seychelles,184,,,,168,5200,98616
Caribbean Netherlands,172,,3,,160,3873,26330
St. Barth,162,,1,,127,5315,9890
Brunei ,152,,3,,147,77829,439323
Antigua and Barbuda,146,,4,,138,5022,98286
St. Vincent Grenadines,91,1,,,80,11526,111096
Dominica,85,,,,76,6175,72065
British Virgin Islands,75,2,1,,72,8846,30320
Macao,46,,,,46,4238,653217
Fiji,44,,2,,35,17576,899310
Grenada,43,,,,41,6252,112753
Laos,41,,,,33,83753,7321822
New Caledonia,36,,,,32,18012,286706
Timor-Leste,31,,,,30,14932,1329402
Vatican City,27,,,,15,,802
Saint Kitts and Nevis,25,,,,23,4332,53365
Greenland,19,,,,18,13742,56814
Falkland Islands,17,,,,17,4746,3524
Solomon Islands,17,,,,5,4500,694195
Saint Pierre Miquelon,14,,,,14,2882,5781
Montserrat,13,,1,,12,626,4993
Western Sahara,10,,1,,8,,603713
Anguilla,10,,,,3,2651,15062
Marshall Islands,4,,,,4,,59366
Wallis and Futuna,3,,,,1,1149,11150
Samoa,2,,,,2,,198996
Vanuatu,1,,,,1,,310264
China,86673,12,4634,,81754,160000000,
