country,totalCases,newCases,totalDeaths,newDeaths,totalRecoverd,totalTests,population
Bulgaria,155232,3614,2240,147,59677,1009397,6925661
Japan,155193,2405,4503,27,131176,3675244,126308421
Georgia,152704,5068,1425,38,126904,1207234,3985847
Dominican Republic,146009,671,2335,8,116169,738156,10894585
Bolivia,145186,192,8982,10,124015,365758,11741110
Kuwait,143917,343,886,2,139148,1130744,4297548
Costa Rica,143383,1180,1190,16,95789,404440,5114093
Belarus,143370,1774,2032,9,120571,3367889,9447977
Croatia,142505,3955,1757,68,117148,790883,4094251
Armenia,139692,1184,2277,23,114990,522843,2965637
Qatar,139643,166,239,,136872,1129685,
Azerbaijan,138000,4267,1551,41,83800,1797026,10178426
Kazakhstan,134706,819,1990,,118643,4206738,18872900
Lebanon,132817,1478,1067,11,86019,1672623,6812164
Guatemala,124805,752,4224,15,113273,551173,18056618
Oman,124329,,1435,,115866,571472,5161520
Egypt,117156,427,6713,19,103191,1000000,103155589
Moldova,113829,1522,2384,21,98276,476316,4029896
Slovakia,113392,2184,957,27,77142,1115246,5460786
Greece,113185,1648,2804,98,9989,2450855,10400924
Ethiopia,111579,512,1724,10,78619,1658190,116168018
Honduras,109760,616,2938,8,48953,271223,9971823
Venezuela,103548,329,909,4,98879,2317442,28400979
Tunisia,99280,1217,3359,66,75464,477656,11871659
Myanmar,96520,1502,2059,31,74973,1246524,54566779
Palestine,94676,1968,797,17,70206,714525,5151649
Bosnia and Herzegovina,92793,1254,2865,53,57545,432980,3271939
Bahrain,87432,168,341,,85710,2099301,1726334
Kenya,87249,866,1506,6,68110,919411,54273641
Denmark,86743,1603,867,9,68632,7731119,5801005
Algeria,85927,803,2480,12,56079,,44188203
Paraguay,85529,1022,1219,17,60644,465266,7170051
Libya,85477,680,1796,7,56048,450525,6911249
Slovenia,83133,1790,1653,61,60957,538770,2079062
Kyrgyzstan,74373,440,1285,4,66113,519585,6570097
Uzbekistan,73592,161,611,,70861,1377915,33676453
Ireland,73228,264,2080,6,23364,2010334,4961427
Malaysia,70236,1141,376,,59061,2748881,32543464
Lithuania,69582,2518,590,26,27760,1304400,2705659
Nigeria,68303,324,1179,,64467,791539,208300510
North Macedonia,65231,1099,1847,30,42241,344085,2083337
Singapore,58242,3,29,,58152,4658858,5870123
Ghana,52096,429,325,2,50924,601007,31348349
Afghanistan,47388,130,1847,6,37347,155916,39299994
Albania,41302,801,870,18,20974,194927,2876435
El Salvador,39718,203,1142,8,36286,560018,6500311
Norway,37371,430,354,1,27414,2350736,5439466
Montenegro,36932,535,516,6,26414,140874,628100
Luxembourg,36429,588,339,6,28029,1418680,630322
S. Korea,36332,629,536,7,28611,3157410,51288272
Australia,27949,10,908,,25630,10133929,25626645
Finland,26758,336,408,7,18100,2033123,5544441
Sri Lanka,26290,521,129,1,19438,876044,21451975
Cameroon,24487,265,441,2,23344,149000,26825311
Uganda,21612,286,206,,9117,637124,46347726
Ivory Coast,21389,23,132,,21054,222462,26654550
Latvia,19993,686,242,7,1849,658086,1877089
Sudan,18535,349,1271,9,10806,,44282906
Zambia,17730,127,357,7,17145,430655,18600999
Madagascar,17513,,255,,16657,93734,27991823
Senegal,16297,80,336,1,15707,234564,16930251
Mozambique,16038,120,133,1,14160,236555,31624580
Angola,15361,132,352,1,8299,171247,33295883
French Polynesia,14897,210,78,1,4842,26355,281607
Namibia,14599,181,151,1,13874,161479,2560497
Estonia,13939,470,125,2,8549,499566,1326921
DRC,13281,149,337,,11753,,90706416
Guinea,13186,19,76,,12270,78418,13283100
Maldives,13106,37,47,,12199,248889,544599
Tajikistan,12308,41,87,,11758,,9628462
Cyprus,11531,289,34,3,2057,632950,1211140
Botswana,11523,,54,,8978,438332,2371802
French Guiana,11318,16,70,1,9995,84570,301953
Cabo Verde,10987,58,260,1,10496,105008,558576
Jamaica,10938,76,107,1,6730,117668,2966741
Zimbabwe,10424,123,280,1,8802,184820,14955363
Malta,10320,123,149,1,8120,439477,442051
Haiti,9331,16,233,,8124,34734,11462049
Gabon,9239,15,60,,9106,311091,2247973
Mauritania,9005,176,181,1,7812,106996,4701271
Cuba,8531,79,136,,7858,1157127,11323622
Guadeloupe,8427,,149,,2242,77192,400154
Syria,8200,86,41,5,3811,,17680556
R¨¦union,8147,98,432,1,7729,48859,898061
Bahamas,7549,16,163,,5976,44273,394857
Belize,7236,147,164,6,3725,41868,400701
Andorra,6904,51,77,,6130,168635,77318
Trinidad and Tobago,6725,10,121,,5884,37279,1401444
Uruguay,6702,276,112,,4826,455859,3478926
Hong Kong,6474,112,122,1,5465,4382709,7523124
Eswatini,6455,6,80,,6066,63144,1165317
Malawi,6043,4,185,,5472,75634,19338802
Rwanda,6011,32,50,1,5672,638972,13088013
Nicaragua,5838,,161,,4225,,6658312
Congo,5774,,94,,4988,,5575542
Djibouti,5689,1,61,,5592,93060,994138
Guyana,5528,73,151,,4695,31270,788188
Martinique,5520,,41,,98,65748,375139
Iceland,5462,14,27,,5223,396283,342196
Suriname,5322,,117,,5205,22054,588889
Mayotte,5181,,49,,2964,25231,275601
Equatorial Guinea,5159,,85,,5023,70998,1422319
Aruba,4923,19,45,,4746,51728,106962
Mali,4918,58,63,1,3307,104321,20496522
CAR,4880,,162,,1924,32711,4865546
Somalia,4525,,121,,3480,,16080166
Thailand,4053,14,60,,3839,977854,69875636
Gambia,3767,1,123,,3613,25812,2445287
South Sudan,3154,,62,,2977,61101,11249945
Burkina Faso,3062,29,68,,2687,,21145051
Benin,3055,,44,,2907,345560,12257311
Togo,3039,12,65,,2599,152789,8360900
Guinea-Bissau,2740,,7,,2327,29037,1987697
Sierra Leone,2441,4,44,,1842,,8045900
Yemen,2416,28,74,3,1534,16855,30104569
Lesotho,2239,5,624,,1278,26557,2149550
New Zealand,2145,,44,,1983,1298455,
San Marino,2069,42,25,1,1381,18682,33962
Niger,1714,86,46,1,1237,47907,24572889
Chad,1708,11,102,,1555,,16624422
Liberia,1663,13,83,,1358,35957,5108024
Channel Islands,1640,68,76,,1012,199491,174551
Vietnam,1458,,48,,1220,1339465,97714718
Liechtenstein,1361,12,35,,1183,14040,38175
Sint Maarten,1351,13,17,,993,7893,43085
Gibraltar,1105,4,25,,969,94777,33687
Sao Tome and Principe,1042,2,5,,937,7498,220891
Mongolia,997,12,17,,365,236269,3300812
Turks and Caicos,831,4,0,,738,9247,38941
Saint Martin,751,,6,,641,7149,38947
Burundi,717,,12,,575,62215,12039804
Taiwan,692,4,1,,572,112125,23835407
Papua New Guinea,690,2,7,,597,32221,9019125
Eritrea,671,38,7,,508,21655,3567406
Monaco,630,,3,,571,51953,39362
Comoros,615,,7,,590,,877463
Tanzania,594,,0,,183,,60451126
Mauritius,509,,21,,465,289552,1272680
Faeroe Islands,508,,10,,500,169645,48943
Bhutan,505,3,0,,386,206639,775250
Isle of Man,418,1,0,,344,18834,85227
Cambodia,369,4,25,,304,237040,16817889
Cayman Islands,335,,0,,257,53727,66053
Barbados,288,3,2,,257,48896,287527
Bermuda,281,6,7,,216,110808,62178
Saint Lucia,272,,9,,141,16500,183989
Seychelles,262,1,2,,168,5200,98609
Caribbean Netherlands,184,,0,,158,3681,26328
Brunei ,164,,3,,146,77829,439277
St. Barth,151,,3,,105,4767,9890
Antigua and Barbuda,147,,1,,133,4756,98277
St. Vincent Grenadines,144,,4,,80,10423,111092
Dominica,87,,0,,72,5655,72063
British Virgin Islands,85,,0,,71,6431,30318
Macao,72,,1,,46,4238,653120
Fiji,46,2,0,,33,16703,899239
Grenada,44,,2,,39,6252,112748
Laos,41,,0,,26,80962,7320668
New Caledonia,39,1,0,,32,17928,286676
Timor-Leste,34,,0,,30,14932,1329127
Vatican City,31,,0,,15,,802
Saint Kitts and Nevis,27,,0,,19,3677,53361
Greenland,22,,0,,18,13021,56813
Falkland Islands,18,,0,,15,4454,3523
Solomon Islands,17,,0,,5,4500,694010
Saint Pierre Miquelon,17,,0,,14,2882,5782
Montserrat,16,,0,,12,577,4993
Western Sahara,13,,1,,8,,603552
Anguilla,10,1,1,,3,2651,15061
Marshall Islands,7,,0,,4,,59362
Wallis and Futuna,4,,0,,1,1149,11153
Samoa,3,,0,,2,,198981
Vanuatu,2,,0,,1,,310185
